date,cores,site,vo
1533413111.4391167,109024,UKI-SOUTHGRID-BRIS-HEP1,virgo
1600298688.212248,178400,RAL-LCG211,gaia-prod
1565084331.0317175,144480,UKI-LT2-QMUL4,CLF
1532306974.174791,269792,UKI-SOUTHGRID-OX-HEP2,eMERLIN
1595218337.1076536,151008,UKI-LT2-IC-HEP25,Diamond
1568996394.4886386,193120,UKI-NORTHGRID-SHEF-HEP7,jintrac
1561466659.0297372,28448,UK-CAM-CUMULUS47,UKI-LT2-IC-HEP
1607685320.8830621,144448,UKI-SCOTGRID-GLASGOW4,AENEAS
1573713765.173796,117504,UKI-SCOTGRID-ECDF2,vo.cta.in2p3.fr
1530944875.91155,20768,RAL-LCG211,Diamond
1562797772.7149413,42688,UKI-SOUTHGRID-BRIS-HEP1,vcycle
1558599778.7604194,158816,UKI-SOUTHGRID-OX-HEP2,lsst
1550968839.3684423,185344,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BRIS-HEP
1566755387.1244204,69280,UKI-LT2-Brunel9,UKI-SOUTHGRID-BRIS-HEP
1530569535.5051055,327072,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-MAN-HEP
1617046033.9465258,48864,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-RALPP
1547679937.1862628,332480,UKI-LT2-Brunel9,UK-CAM-CUMULUS
1552389329.0393643,230432,UKI-NORTHGRID-LANCS-HEP7,Capacity
1621261103.5176954,315104,UK-CAM-CUMULUS47,UKI-LT2-QMUL
1537246212.3411498,253472,UKI-SOUTHGRID-OX-HEP2,lsst
1577361716.3983476,272000,RAL-LCG211,ral-cloud
1595272013.9634943,267392,UKI-SOUTHGRID-OX-HEP2,jintrac
1571667939.2934306,208032,UKI-SOUTHGRID-OX-HEP2,dirac
1574166131.4123738,223104,UKI-NORTHGRID-SHEF-HEP7,ISIS
1598942345.4380078,232384,UKI-SOUTHGRID-BHAM-HEP,eMERLIN
1552474180.873392,323616,UKI-NORTHGRID-LANCS-HEP7,UKI-LT2-IC-HEP
1567301640.6866667,184384,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-LIV-HEP
1603704770.7172184,132224,UKI-LT2-Brunel9,gaia-dev
1556889497.508257,131680,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-MAN-HEP
1541134372.6158845,47072,UK-CAM-CUMULUS47,UKI-LT2-IC-HEP
1540953735.187411,206080,UKI-SCOTGRID-GLASGOW4,gaia-prod
1568451112.980713,4800,RAL-LCG211,UKI-SOUTHGRID-CAM-HEP
1562187739.1743686,31552,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
1545028221.0386367,119168,UKI-NORTHGRID-LANCS-HEP7,CCFE
1617872195.7591374,122464,UKI-SOUTHGRID-BHAM-HEP,casu
1560292837.4098878,24448,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1563482093.8088875,273600,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-ECDF
1529039390.9956806,22688,UKI-SOUTHGRID-CAM-HEP,gaia
1534388022.838687,56192,UKI-SOUTHGRID-BHAM-HEP,skatelescope.eu
1594385542.6663723,60160,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-RALPP
1615361912.6423342,4640,UKI-NORTHGRID-MAN-HEP14,gaia-test
1606644351.192239,133952,UKI-NORTHGRID-MAN-HEP14,lz
1560765552.5187914,113152,UKI-SCOTGRID-ECDF2,lsst
1537148694.0249045,276864,UKI-NORTHGRID-MAN-HEP14,CCFE
1588343554.7125537,119616,UKI-SOUTHGRID-BRIS-HEP1,lsst
1531823821.9216225,189856,UKI-NORTHGRID-LIV-HEP3,dune
1593319747.3437746,158400,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-SHEF-HEP
1589410071.8129473,282496,UKI-SOUTHGRID-CAM-HEP,ral-cloud
1553585964.473315,198944,UKI-NORTHGRID-LANCS-HEP7,vcycle
1552605648.4984138,295200,RAL-LCG211,LSST
1612040817.417779,303616,ral-cloud244,Allocation
1552195845.9136903,244352,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-MAN-HEP
1590069762.804441,300832,UKI-NORTHGRID-LANCS-HEP7,dune
1577005974.21541,170368,UKI-NORTHGRID-MAN-HEP14,RAL-LCG2
1557542095.6263862,209440,UK-CAM-CUMULUS47,vo.cta.in2p3.fr
1565114511.109856,281792,UKI-SOUTHGRID-CAM-HEP,EUCLID
1594178604.479336,302016,UKI-SCOTGRID-ECDF2,skatelescope.eu
1585963350.6118636,19136,UKI-SCOTGRID-ECDF2,AENEAS
1533432169.6715245,333632,UKI-NORTHGRID-SHEF-HEP7,CCFE
1559158752.554787,331360,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-Brunel
1528707046.560654,194176,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-Brunel
1616274918.9136562,241632,ral-cloud244,UKI-LT2-Brunel
1585447517.2819328,221440,ral-cloud244,gaia-test
1558764996.48579,279392,UKI-LT2-IC-HEP25,UKI-LT2-IC-HEP
1603872798.5587723,97408,UKI-SOUTHGRID-CAM-HEP,gaia-dev
1546193826.9911425,22944,UKI-LT2-IC-HEP25,eMERLIN
1582781234.1182814,210752,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1566213685.561512,25920,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-OX-HEP
1578420948.5209527,133376,UKI-SCOTGRID-ECDF2,jintrac
1602446946.8233666,125792,UK-CAM-CUMULUS47,UKI-NORTHGRID-LANCS-HEP
1567227321.041574,232832,RAL-LCG211,skatelescope.eu
1558047009.7732117,302112,ral-cloud244,ral-cloud
1619671599.1256642,157152,UKI-LT2-Brunel9,ral-cloud
1566427330.8544912,16480,UK-CAM-CUMULUS47,lsst
1545065647.6296687,244128,UKI-LT2-QMUL4,UKI-LT2-Brunel
1584194067.1186867,161408,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LANCS-HEP
1555789564.0772603,155904,UKI-SOUTHGRID-OX-HEP2,vcycle
1607346429.0521743,114208,UKI-LT2-Brunel9,UKI-NORTHGRID-LIV-HEP
1569104655.292285,316192,UKI-SOUTHGRID-BHAM-HEP,UKI-SCOTGRID-GLASGOW
1590056097.0967853,268768,UKI-LT2-Brunel9,UKI-NORTHGRID-SHEF-HEP
1614301374.136036,218496,UK-CAM-CUMULUS47,Diamond
1609104727.3223095,102592,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
1602693078.4464169,195072,UKI-NORTHGRID-SHEF-HEP7,casu
1579016999.6383412,122944,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-OX-HEP
1619123043.4158769,108672,UKI-LT2-IC-HEP25,UKI-SCOTGRID-ECDF
1548419573.6762726,204160,UKI-LT2-IC-HEP25,Allocation
1591976175.390943,293184,UKI-SOUTHGRID-OX-HEP2,jintrac
1575256264.275216,237024,UKI-SCOTGRID-ECDF2,CLF
1541095263.5929053,196256,ral-cloud244,UKI-SCOTGRID-GLASGOW
1589914559.827348,86240,UKI-LT2-IC-HEP25,Capacity
1541786503.2121975,286464,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
1544478778.5981722,84992,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BHAM-HEP
1561374446.1358583,73280,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BHAM-HEP
1542706760.185606,86560,UKI-NORTHGRID-LIV-HEP3,skatelescope.eu
1547319562.689717,28832,UKI-NORTHGRID-LANCS-HEP7,Allocation
1551873070.243435,266496,UKI-LT2-Brunel9,CCFE
1609416954.117984,17504,UKI-SOUTHGRID-RALPP5,casu
1578071238.174475,323392,UKI-LT2-IC-HEP25,UKI-LT2-QMUL
1533584974.1765683,188416,UKI-LT2-IC-HEP25,CCFE
1571835911.463024,227392,UKI-SOUTHGRID-OX-HEP2,casu
1545157454.9745958,33344,UKI-LT2-QMUL4,CCFE
1612125037.0526772,333472,UKI-NORTHGRID-SHEF-HEP7,casu
1550766414.7814472,226560,UKI-SOUTHGRID-OX-HEP2,ral-cloud
1542176469.238576,77728,UKI-SOUTHGRID-CAM-HEP,lsst
1567012140.4665542,140224,UKI-LT2-RH,UKI-SCOTGRID-ECDF
1569276330.4190805,142368,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-MAN-HEP
1578386515.394006,48384,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-BRIS-HEP
1606400653.9015408,55744,UKI-SOUTHGRID-CAM-HEP,skatelescope.eu
1591156714.6220403,337312,RAL-LCG211,skatelescope.eu
1604550639.0621727,90400,UKI-SOUTHGRID-OX-HEP2,dune
1615273717.4964418,36768,UKI-NORTHGRID-SHEF-HEP7,RAL-LCG2
1585986933.1423762,261376,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1600177036.6801648,179872,UKI-LT2-QMUL4,AENEAS
1547457779.7004645,19136,RAL-LCG211,EUCLID
1556092207.239374,255360,UKI-SOUTHGRID-OX-HEP2,ral-cloud
1573069759.7942104,76384,UKI-LT2-IC-HEP25,ral-cloud
1600471925.9796448,200608,UKI-SOUTHGRID-BRIS-HEP1,Diamond
1586085129.9348717,239904,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-CAM-HEP
1586244946.4088337,128448,UKI-LT2-Brunel9,lz
1572442474.9141297,137920,UKI-SOUTHGRID-BHAM-HEP,UKI-SCOTGRID-ECDF
1579903891.3869636,167712,UKI-SCOTGRID-ECDF2,vo.cta.in2p3.fr
1597383083.4469874,72928,ral-cloud244,UKI-LT2-RHUL
1614338933.5578156,124544,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-LANCS-HEP
1560877031.5135636,276800,UKI-SOUTHGRID-BRIS-HEP1,lz
1583313897.3873162,290080,UKI-NORTHGRID-LIV-HEP3,ISIS
1594691287.3717923,312064,UKI-SOUTHGRID-OX-HEP2,lsst
1608095649.027563,39776,UKI-SOUTHGRID-BHAM-HEP,UK-CAM-CUMULUS
1601905405.1887233,282976,UKI-NORTHGRID-MAN-HEP14,AENEAS
1541777980.022204,200288,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-OX-HEP
1542924164.1166177,260192,UKI-NORTHGRID-SHEF-HEP7,vo.cta.in2p3.fr
1582959094.670033,54016,UKI-SCOTGRID-ECDF2,UKI-LT2-IC-HEP
1574319594.2841153,197216,UKI-SOUTHGRID-RALPP5,UKI-LT2-IC-HEP
1577620774.8875346,243360,UKI-SCOTGRID-ECDF2,lsst
1557176921.4259303,144224,UKI-SOUTHGRID-BRIS-HEP1,CCFE
1544143452.0210207,69824,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-RALPP
1533596616.1301749,308608,UKI-LT2-IC-HEP25,dirac
1554459513.553683,43488,UKI-LT2-RH,UKI-NORTHGRID-LANCS-HEP
1569665429.4750316,286656,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-MAN-HEP
1602424983.415069,338816,UKI-LT2-IC-HEP25,RAL-LCG2
1591167394.1904151,123904,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-QMUL
1599872502.72,5376,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1600621330.9752307,244448,UKI-SOUTHGRID-BRIS-HEP1,dune
1540957301.2805398,37440,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-Brunel
1594220657.7685504,250944,UKI-SOUTHGRID-RALPP5,Allocation
1558873147.4858103,194976,UKI-LT2-Brunel9,UKI-LT2-RHUL
1533617256.3513496,156160,UKI-LT2-RH,ral-cloud
1590551212.2471418,133280,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-ECDF
1530976701.3585987,61504,RAL-LCG211,UKI-LT2-RHUL
1574650630.7039988,58272,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-BRIS-HEP
1597209215.1457748,240544,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BRIS-HEP
1590815756.4320655,80224,ral-cloud244,UKI-NORTHGRID-SHEF-HEP
1583290634.7144308,37824,UKI-LT2-IC-HEP25,ral-cloud
1550438801.4575393,288288,RAL-LCG211,Capacity
1604805188.292255,90176,UK-CAM-CUMULUS47,UK-CAM-CUMULUS
1569839903.701564,84992,UKI-SOUTHGRID-BRIS-HEP1,EUCLID
1617814081.510981,177952,ral-cloud244,UKI-SOUTHGRID-OX-HEP
1603926601.466636,78848,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-IC-HEP
1552190042.8120382,170432,UKI-SOUTHGRID-BRIS-HEP1,iris.ac.uk
1577009856.2840228,156704,UKI-SOUTHGRID-OX-HEP2,ISIS
1537786928.6506758,155040,UKI-SOUTHGRID-CAM-HEP,gaia
1608868916.524002,60512,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-SHEF-HEP
1577001731.8571594,60992,UKI-LT2-Brunel9,vo.cta.in2p3.fr
1577055364.7855804,266848,UKI-LT2-QMUL4,virgo
1559309109.2969427,27872,UKI-NORTHGRID-LANCS-HEP7,gaia-test
1566215995.5850782,81056,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
1576626368.8730195,247968,UKI-SOUTHGRID-RALPP5,UKI-LT2-Brunel
1587664343.7646737,45184,UKI-SCOTGRID-GLASGOW4,lz
1546413702.3616097,220192,UKI-LT2-Brunel9,LSST
1586934980.6972797,71360,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-LIV-HEP
1622124664.6437678,92096,ral-cloud244,UKI-SCOTGRID-GLASGOW
1615933541.5510826,156256,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-ECDF
1586023853.5611966,56000,UKI-NORTHGRID-MAN-HEP14,lsst
1562684399.8442194,258560,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-BRIS-HEP
1559188019.6699324,274560,UKI-SOUTHGRID-BRIS-HEP1,gaia-test
1536819389.4675865,238432,ral-cloud244,gaia-prod
1559091216.4962783,91808,UKI-SCOTGRID-ECDF2,Allocation
1540598295.2342596,318304,ral-cloud244,UKI-SOUTHGRID-BRIS-HEP
1618493754.0628517,52384,UKI-LT2-Brunel9,UK-CAM-CUMULUS
1544123688.9453015,190880,UKI-SOUTHGRID-RALPP5,casu
1568860823.0775228,129568,ral-cloud244,UKI-NORTHGRID-LANCS-HEP
1605078775.1616926,138752,UKI-NORTHGRID-LANCS-HEP7,CLF
1585871138.6001184,166304,UKI-NORTHGRID-LIV-HEP3,EUCLID
1618713832.6523106,97088,UKI-LT2-RH,UKI-SOUTHGRID-OX-HEP
1574556836.5368485,273632,UKI-LT2-RH,LSST
1534772962.8810582,228800,UKI-LT2-Brunel9,UKI-SOUTHGRID-CAM-HEP
1556882647.9185386,245088,UKI-NORTHGRID-SHEF-HEP7,EUCLID
1565712167.63529,325696,UKI-LT2-Brunel9,UKI-SOUTHGRID-BHAM-HEP
1602063019.307643,112800,UKI-SCOTGRID-ECDF2,virgo
1539005579.225668,237536,UKI-SCOTGRID-GLASGOW4,AENEAS
1573968217.0503037,52704,ral-cloud244,gaia-test
1574677433.6452239,20288,UKI-SCOTGRID-GLASGOW4,dune
1603908813.509934,180032,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-Brunel
1597554089.0665247,107264,UKI-SOUTHGRID-BHAM-HEP,UKI-SCOTGRID-ECDF
1577715300.6787653,265248,UKI-LT2-IC-HEP25,virgo
1569060913.0158331,66112,UK-CAM-CUMULUS47,lsst
1619889307.912054,326016,UKI-SOUTHGRID-BHAM-HEP,RAL-LCG2
1616906275.295389,316384,UKI-NORTHGRID-SHEF-HEP7,gaia
1583741621.3136272,247424,UKI-SCOTGRID-GLASGOW4,ISIS
1600983213.9227638,74816,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-LANCS-HEP
1610107925.7396412,110944,UKI-SOUTHGRID-BHAM-HEP,skatelescope.eu
1583435924.7147467,109728,UKI-SOUTHGRID-OX-HEP2,AENEAS
1584757007.0283215,65728,RAL-LCG211,vo.cta.in2p3.fr
1552153421.9316413,33472,UKI-SOUTHGRID-BHAM-HEP,dirac
1603550569.4161232,241760,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-SHEF-HEP
1623246785.0438259,251200,UKI-SOUTHGRID-OX-HEP2,lsst
1551718671.1426861,176832,UKI-SOUTHGRID-CAM-HEP,skatelescope.eu
1576233081.5343618,59392,UKI-SCOTGRID-GLASGOW4,CCFE
1601213588.1676497,44192,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-CAM-HEP
1608055290.4113107,335456,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-LIV-HEP
1588973953.2280095,296384,UKI-NORTHGRID-SHEF-HEP7,lz
1545976558.5857544,269568,UKI-NORTHGRID-SHEF-HEP7,lz
1555033016.3300602,169120,UKI-SOUTHGRID-OX-HEP2,UK-CAM-CUMULUS
1580273043.1237936,238208,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
1579017366.5094142,137600,RAL-LCG211,AENEAS
1600488687.666228,267616,UKI-NORTHGRID-LANCS-HEP7,skatelescope.eu
1575050008.2881575,331808,UKI-SOUTHGRID-BRIS-HEP1,dune
1538474007.0987597,319072,UKI-NORTHGRID-LANCS-HEP7,Capacity
1603537861.341084,310944,UKI-LT2-Brunel9,Diamond
1598179118.7503805,327008,UKI-SCOTGRID-ECDF2,RAL-LCG2
1540474785.077304,142016,UKI-SCOTGRID-ECDF2,virgo
1559884740.2715065,234208,UK-CAM-CUMULUS47,dirac
1612776545.3303218,172544,RAL-LCG211,Capacity
1538640406.6188948,3040,UKI-LT2-QMUL4,iris.ac.uk
1537793438.7574933,21792,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BRIS-HEP
1570037028.4770606,210752,UKI-LT2-RH,CLF
1574184620.3999956,145792,RAL-LCG211,UKI-SCOTGRID-ECDF
1591322474.2795818,263136,UKI-SCOTGRID-GLASGOW4,skatelescope.eu
1597816160.6772797,195648,UK-CAM-CUMULUS47,UKI-NORTHGRID-MAN-HEP
1616672303.7911925,76736,UKI-SOUTHGRID-BHAM-HEP,jintrac
1585608991.21768,346016,UKI-LT2-IC-HEP25,CLF
1582522572.1927485,339584,UKI-NORTHGRID-SHEF-HEP7,ISIS
1547584092.2897413,217568,UKI-LT2-Brunel9,casu
1553221669.8473396,231744,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BRIS-HEP
1555876550.940995,85856,UKI-SOUTHGRID-CAM-HEP,eMERLIN
1532618588.9802587,201088,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-GLASGOW
1552967583.4377713,262208,UKI-SOUTHGRID-BRIS-HEP1,gaia-dev
1546585852.0506015,303712,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-BRIS-HEP
1559145803.5242844,157664,RAL-LCG211,Diamond
1563506473.0057206,104480,ral-cloud244,UKI-SCOTGRID-GLASGOW
1569872891.418662,54752,UKI-NORTHGRID-LIV-HEP3,CLF
1620200919.7252057,53280,UKI-SOUTHGRID-CAM-HEP,gaia-dev
1575989921.0620472,184192,UK-CAM-CUMULUS47,EUCLID
1563796238.7396579,73312,UKI-SOUTHGRID-BRIS-HEP1,CCFE
1592548854.0441644,17760,UKI-SCOTGRID-GLASGOW4,LSST
1598954070.7367656,311008,UKI-SCOTGRID-GLASGOW4,gaia-dev
1581505570.837907,172416,RAL-LCG211,ral-cloud
1539685683.3941913,70816,UKI-SOUTHGRID-BHAM-HEP,UKI-SCOTGRID-GLASGOW
1573766230.820745,320896,UKI-NORTHGRID-SHEF-HEP7,casu
1543291612.4462285,131424,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
1565651264.7612553,237152,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-MAN-HEP
1582697758.3783133,212320,UKI-SOUTHGRID-CAM-HEP,AENEAS
1540995600.2059045,21216,RAL-LCG211,UKI-NORTHGRID-LIV-HEP
1595862593.3394415,216608,UK-CAM-CUMULUS47,UK-CAM-CUMULUS
1542358993.5033836,334912,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LANCS-HEP
1617345914.2573073,96928,UKI-SCOTGRID-GLASGOW4,gaia
1537065130.5233378,138176,UKI-SOUTHGRID-BHAM-HEP,UK-CAM-CUMULUS
1591244447.4800487,164864,UKI-SOUTHGRID-OX-HEP2,EUCLID
1573887958.1139927,182368,ral-cloud244,UKI-NORTHGRID-LANCS-HEP
1550967293.5750957,189472,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-LIV-HEP
1578439302.0341284,153696,RAL-LCG211,vcycle
1588375818.0827906,334880,UKI-SOUTHGRID-BHAM-HEP,skatelescope.eu
1552124537.1520898,259968,UKI-NORTHGRID-LANCS-HEP7,CLF
1566779537.0578427,140768,UKI-NORTHGRID-LANCS-HEP7,lz
1577055274.868658,80480,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-Brunel
1617823598.545657,279872,UKI-SOUTHGRID-OX-HEP2,RAL-LCG2
1535588231.8645997,233824,UK-CAM-CUMULUS47,gaia-prod
1533552391.682856,32000,UKI-NORTHGRID-MAN-HEP14,UKI-SCOTGRID-GLASGOW
1532279034.2133627,12000,ral-cloud244,UKI-SOUTHGRID-BRIS-HEP
1556651113.6381142,35712,UKI-SOUTHGRID-BHAM-HEP,eMERLIN
1582666876.6076198,316384,UKI-SOUTHGRID-CAM-HEP,casu
1584091737.2452283,181088,ral-cloud244,Diamond
1588675706.4689927,163360,UKI-SOUTHGRID-BHAM-HEP,casu
1558297971.6408901,159232,RAL-LCG211,AENEAS
1529525794.1761327,111392,UKI-NORTHGRID-SHEF-HEP7,lz
1562451909.5636003,334528,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-RALPP
1591848921.8525233,324864,UK-CAM-CUMULUS47,EUCLID
1541245524.131306,56064,UKI-LT2-Brunel9,jintrac
1545962240.2004957,155648,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-SHEF-HEP
1582689216.5475163,44896,UKI-LT2-IC-HEP25,gaia-dev
1550902247.9785082,193760,UKI-SOUTHGRID-CAM-HEP,UK-CAM-CUMULUS
1551458146.1245985,213408,UKI-SCOTGRID-ECDF2,lz
1602841738.6875784,60224,UKI-LT2-IC-HEP25,vcycle
1557521553.0343206,320,UKI-LT2-IC-HEP25,RAL-LCG2
1528618233.250634,132448,UKI-SCOTGRID-GLASGOW4,ISIS
1538362436.6879144,141856,UKI-SOUTHGRID-RALPP5,ISIS
1578848163.593903,26240,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-RALPP
1571661345.22147,173184,ral-cloud244,skatelescope.eu
1592173150.6605482,265056,RAL-LCG211,gaia-dev
1610527933.2199087,253184,UKI-SCOTGRID-ECDF2,Capacity
1557620961.3524466,183136,UKI-LT2-Brunel9,dirac
1564193505.6852076,252768,UKI-LT2-Brunel9,skatelescope.eu
1560684605.8834555,329632,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-CAM-HEP
1597799424.0509577,142848,UKI-LT2-IC-HEP25,RAL-LCG2
1569205352.221562,204960,UKI-SCOTGRID-GLASGOW4,EUCLID
1588435186.1602378,112128,UKI-SOUTHGRID-OX-HEP2,gaia-prod
1539290430.4736812,335104,UKI-LT2-RH,iris.ac.uk
1585039688.7845135,224512,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BHAM-HEP
1617519157.8608873,116416,UKI-SOUTHGRID-CAM-HEP,Capacity
1588860048.9050658,150048,UK-CAM-CUMULUS47,UKI-NORTHGRID-MAN-HEP
1594319826.172069,183072,UKI-LT2-IC-HEP25,UKI-LT2-IC-HEP
1608814455.7667668,2048,UKI-LT2-RH,Allocation
1565916003.5120516,92992,UKI-SCOTGRID-GLASGOW4,gaia-dev
1589364689.6273086,90176,UKI-SCOTGRID-ECDF2,AENEAS
1540294412.703914,216320,UKI-LT2-RH,UKI-SCOTGRID-ECDF
1553139291.6618984,68992,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BHAM-HEP
1531172553.640452,157024,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1541030464.764344,250496,UKI-LT2-RH,Allocation
1587993572.8224669,76992,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
1559626436.6284387,188704,UKI-LT2-RH,AENEAS
1569068222.0971231,128352,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
1554441151.3538802,116960,UKI-LT2-QMUL4,gaia-test
1616582544.1129327,202944,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-IC-HEP
1562035422.189292,68800,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-LANCS-HEP
1538479399.9364986,332000,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LANCS-HEP
1614883631.7263339,191360,ral-cloud244,UKI-SOUTHGRID-RALPP
1591528101.8692048,15200,UKI-SCOTGRID-GLASGOW4,UKI-LT2-RHUL
1561507941.9885197,89216,UKI-NORTHGRID-MAN-HEP14,gaia-prod
1589401457.9055717,99616,UKI-LT2-RH,eMERLIN
1559754997.912712,347392,UKI-LT2-RH,vo.cta.in2p3.fr
1529077549.2229106,324352,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BHAM-HEP
1590057538.6220424,81376,UKI-LT2-IC-HEP25,UKI-LT2-IC-HEP
1529433364.8781612,205344,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-CAM-HEP
1568828167.1028645,291872,UK-CAM-CUMULUS47,gaia
1556750041.8883781,205920,UKI-SOUTHGRID-BRIS-HEP1,UK-CAM-CUMULUS
1570095161.2729867,78688,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-MAN-HEP
1564321135.7416463,181728,UKI-SOUTHGRID-BRIS-HEP1,CCFE
1530225917.289785,299456,UKI-LT2-IC-HEP25,Capacity
1565259049.3488102,273792,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-QMUL
1578941188.2648473,99808,UKI-LT2-QMUL4,UKI-LT2-Brunel
1557596199.0827794,317664,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BRIS-HEP
1572550822.3504472,340672,UKI-SOUTHGRID-BRIS-HEP1,gaia-prod
1600532602.8351839,271744,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BHAM-HEP
1589043163.674301,173984,UKI-NORTHGRID-LIV-HEP3,Capacity
1608652423.429095,19424,UKI-LT2-Brunel9,vcycle
1572741901.6988096,116736,UKI-NORTHGRID-LANCS-HEP7,dirac
1623325918.2294385,207968,UKI-SCOTGRID-GLASGOW4,Capacity
1535320008.3191109,107968,UKI-SCOTGRID-GLASGOW4,dirac
1562508957.829651,234048,UKI-NORTHGRID-LIV-HEP3,gaia-test
1556120890.9602127,346816,ral-cloud244,gaia-dev
1619294379.67428,274816,UKI-SCOTGRID-ECDF2,Allocation
1587255639.0268936,47808,UKI-SOUTHGRID-BHAM-HEP,virgo
1528373015.4297853,151808,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
1608861967.4116552,74208,RAL-LCG211,UKI-NORTHGRID-LIV-HEP
1575353233.4417307,106848,RAL-LCG211,UKI-SOUTHGRID-OX-HEP
1544182585.1286867,311264,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BHAM-HEP
1549109475.3295827,107712,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BRIS-HEP
1558351566.3887854,49408,UKI-SOUTHGRID-BHAM-HEP,lz
1553813593.676349,52736,UKI-SCOTGRID-GLASGOW4,lsst
