timestamp,cores,site,vo
1569471686.934538,221120,UKI-SOUTHGRID-CAM-HEP,vcycle
1569473126.4020734,241536,UKI-SCOTGRID-ECDF2,virgo
1569475916.0095642,86080,UKI-SCOTGRID-ECDF2,LSST
1569485272.8569453,208960,ral-cloud244,CCFE
1569499324.3076546,201056,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-BRIS-HEP
1569510393.8743196,40864,UKI-NORTHGRID-LIV-HEP3,CCFE
1569510728.2278695,263584,UKI-NORTHGRID-LANCS-HEP7,CCFE
1569513786.0009716,60256,UKI-NORTHGRID-MAN-HEP14,eMERLIN
1569520314.2095866,226624,UKI-NORTHGRID-LANCS-HEP7,Allocation
1569524592.9755306,253600,UKI-LT2-IC-HEP25,Allocation
1569546264.8589725,85888,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-BRIS-HEP
1569568362.3703809,233024,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-OX-HEP
1569576680.5880368,222912,UK-CAM-CUMULUS47,iris.ac.uk
1569578058.2469018,208096,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-QMUL
1569589682.0407116,101056,UKI-NORTHGRID-LIV-HEP3,ISIS
1569595600.336999,105472,UKI-LT2-QMUL4,UKI-SOUTHGRID-BRIS-HEP
1569603388.70711,275584,UKI-SCOTGRID-GLASGOW4,dirac
1569603446.0871687,272032,UKI-SOUTHGRID-CAM-HEP,dirac
1569607923.4216452,352,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
1569621150.7676432,271232,UKI-SOUTHGRID-RALPP5,UK-CAM-CUMULUS
1569631150.918959,52928,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
1569634114.2895594,201536,UKI-SCOTGRID-GLASGOW4,UKI-LT2-IC-HEP
1569639951.8230574,174848,UKI-LT2-RH,UKI-SOUTHGRID-OX-HEP
1569645050.811157,245184,UK-CAM-CUMULUS47,casu
1569679987.9067385,257984,UKI-NORTHGRID-SHEF-HEP7,UK-CAM-CUMULUS
1569695181.1806343,119264,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
1569695401.6783655,41888,UKI-SCOTGRID-ECDF2,gaia-prod
1569699157.0363727,79872,UKI-SOUTHGRID-BHAM-HEP,Allocation
1569701286.290287,208608,UKI-LT2-Brunel9,UKI-LT2-QMUL
1569728401.553001,203584,UKI-SOUTHGRID-OX-HEP2,vcycle
1569729548.116563,187264,UKI-NORTHGRID-LIV-HEP3,jintrac
1569735324.6063657,93088,UKI-SOUTHGRID-BHAM-HEP,dune
1569751350.51253,216288,UKI-SOUTHGRID-BHAM-HEP,skatelescope.eu
1569761878.591352,276576,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BHAM-HEP
1569762368.9165897,233824,UKI-LT2-Brunel9,UKI-LT2-RHUL
1569763060.6272447,78656,UK-CAM-CUMULUS47,Diamond
1569763294.8845716,40416,RAL-LCG211,AENEAS
1569768924.6531582,7808,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-GLASGOW
1569773639.2613733,4576,UKI-LT2-QMUL4,LSST
1569781476.4212382,223808,ral-cloud244,virgo
1569817144.1343257,165216,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-RALPP
1569828776.6166222,83200,UKI-SOUTHGRID-CAM-HEP,vcycle
1569837574.739069,274880,UK-CAM-CUMULUS47,UKI-NORTHGRID-LIV-HEP
1569839355.0225976,105888,RAL-LCG211,gaia-prod
1569849532.3765144,129024,UKI-LT2-IC-HEP25,CCFE
1569861230.330572,5920,UKI-NORTHGRID-SHEF-HEP7,jintrac
1569873108.7134144,75584,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-SHEF-HEP
1569903416.3374252,72128,UKI-LT2-QMUL4,gaia-test
1569906370.4444327,53888,UKI-SOUTHGRID-BHAM-HEP,lsst
1569909826.8877363,239872,UKI-LT2-QMUL4,jintrac
1569912347.6303384,213792,UKI-LT2-Brunel9,AENEAS
1569913222.9090424,130496,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
1569913530.283705,169216,UKI-LT2-QMUL4,jintrac
1569922103.5223827,60736,UKI-LT2-QMUL4,UKI-SOUTHGRID-BHAM-HEP
1569930228.1128395,130016,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
1569933480.6436749,232640,UKI-SCOTGRID-ECDF2,LSST
1569949229.3617573,33504,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-BRIS-HEP
1569949940.5241163,272736,UKI-SCOTGRID-ECDF2,lz
1569955622.166008,93632,UKI-SOUTHGRID-OX-HEP2,EUCLID
1569965381.4058836,116448,UKI-LT2-QMUL4,AENEAS
1569982384.9070764,148544,UKI-LT2-IC-HEP25,RAL-LCG2
1570016469.2626185,14496,UKI-LT2-Brunel9,lz
1570020526.3950388,278688,RAL-LCG211,UKI-LT2-Brunel
1570029006.8955302,203520,UKI-SOUTHGRID-RALPP5,skatelescope.eu
1570060862.258034,167488,UKI-LT2-QMUL4,UK-CAM-CUMULUS
1570064456.9500923,163616,UKI-NORTHGRID-MAN-HEP14,Allocation
1570064470.4292762,152256,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-BRIS-HEP
1570067504.532538,193056,UK-CAM-CUMULUS47,vcycle
1570078038.2588038,269632,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-RALPP
1570082267.5437984,50656,UKI-NORTHGRID-LANCS-HEP7,dune
1570104648.3737738,48192,UKI-SOUTHGRID-BHAM-HEP,CLF
1570130712.6712294,13216,UK-CAM-CUMULUS47,UKI-SOUTHGRID-RALPP
1570148862.9931417,13600,UKI-SOUTHGRID-BRIS-HEP1,lsst
1570154280.2613134,182592,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
1570161871.0248811,86912,UKI-SCOTGRID-ECDF2,gaia-test
1570169264.1157305,9312,UKI-SOUTHGRID-BRIS-HEP1,gaia-dev
1570177896.4664826,185088,UKI-SCOTGRID-ECDF2,skatelescope.eu
1570183451.326814,204512,UKI-LT2-QMUL4,CCFE
1570190219.3031478,217728,RAL-LCG211,Diamond
1570195937.7468913,276992,UKI-SOUTHGRID-BRIS-HEP1,Diamond
1570199000.3454177,8032,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-Brunel
1570214738.5600455,59552,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BRIS-HEP
1570215456.907812,96320,UKI-NORTHGRID-MAN-HEP14,iris.ac.uk
1570224370.6675794,227680,UKI-NORTHGRID-LANCS-HEP7,ISIS
1570237887.2546222,32608,UKI-SCOTGRID-ECDF2,gaia-prod
1570238711.612613,123168,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-GLASGOW
1570243928.541679,174880,UKI-LT2-IC-HEP25,vcycle
1570250764.1085172,265600,UKI-SOUTHGRID-OX-HEP2,CLF
1570252105.5641122,229760,UKI-LT2-QMUL4,UKI-NORTHGRID-LANCS-HEP
1570274817.7262256,208160,UK-CAM-CUMULUS47,UKI-SCOTGRID-ECDF
1570275685.992003,248736,UKI-LT2-IC-HEP25,eMERLIN
1570283365.7597916,227360,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
1570290917.3658547,273568,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BRIS-HEP
1570301175.4556565,137920,UKI-SOUTHGRID-RALPP5,Capacity
1570311730.0954955,255584,UKI-SCOTGRID-GLASGOW4,Allocation
1570313817.34108,185792,ral-cloud244,gaia-dev
1570336088.7744243,181056,UKI-SOUTHGRID-OX-HEP2,virgo
1570355122.5584233,19968,UKI-NORTHGRID-SHEF-HEP7,jintrac
1570360995.5297635,125536,RAL-LCG211,UKI-NORTHGRID-LIV-HEP
1570361107.9272225,250464,UK-CAM-CUMULUS47,LSST
1570385342.2524936,141984,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-OX-HEP
1570390978.2103496,256992,UKI-SOUTHGRID-BRIS-HEP1,casu
1570397969.0866086,80832,UKI-LT2-RH,RAL-LCG2
1570398680.1039844,3520,UKI-SOUTHGRID-BHAM-HEP,AENEAS
1570400957.2362683,193856,ral-cloud244,gaia-prod
1570400989.0471222,10976,UKI-SCOTGRID-GLASGOW4,gaia
1570406459.9101665,179360,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
1570419479.904506,257344,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-LIV-HEP
1570420469.7683055,104800,UKI-SOUTHGRID-BHAM-HEP,virgo
1570423685.0257418,89088,ral-cloud244,CLF
1570434021.7498467,8672,UKI-SCOTGRID-GLASGOW4,CLF
1570437916.025936,244320,UKI-NORTHGRID-MAN-HEP14,UK-CAM-CUMULUS
1570444712.249262,158528,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
1570474338.6970837,262752,UKI-LT2-IC-HEP25,casu
1570477960.1718755,173184,UKI-LT2-Brunel9,casu
1570494500.48415,140608,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-OX-HEP
1570514108.7931445,252192,ral-cloud244,UKI-SOUTHGRID-BRIS-HEP
1570517344.57927,22336,UKI-NORTHGRID-MAN-HEP14,Capacity
1570518167.6814437,148864,UK-CAM-CUMULUS47,UKI-LT2-RHUL
1570522057.7543128,142656,UKI-SCOTGRID-GLASGOW4,UKI-LT2-RHUL
1570526966.2426987,213792,UKI-LT2-QMUL4,UKI-NORTHGRID-SHEF-HEP
1570533055.3403895,146432,UKI-SOUTHGRID-OX-HEP2,RAL-LCG2
1570539009.531619,20992,UKI-SOUTHGRID-OX-HEP2,iris.ac.uk
1570556611.9555628,231904,UKI-LT2-RH,iris.ac.uk
1570563819.2980955,90464,UK-CAM-CUMULUS47,eMERLIN
1570567579.6097324,193376,UKI-NORTHGRID-LANCS-HEP7,RAL-LCG2
1570567630.467469,8704,UKI-SOUTHGRID-RALPP5,ral-cloud
1570568007.691055,42016,UKI-LT2-IC-HEP25,CLF
1570569675.394243,131776,UKI-LT2-IC-HEP25,eMERLIN
1570571638.8648415,192,RAL-LCG211,UKI-SOUTHGRID-RALPP
1570581187.649602,164096,ral-cloud244,CLF
1570595412.8182027,69696,UKI-LT2-RH,EUCLID
1570607595.225405,70240,RAL-LCG211,Allocation
1570609397.8363338,272960,UKI-LT2-IC-HEP25,LSST
1570618978.7691941,251232,RAL-LCG211,UKI-LT2-IC-HEP
1570640951.3999527,234400,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LIV-HEP
1570643992.6594303,253760,UKI-SCOTGRID-ECDF2,virgo
1570649403.7485607,82048,UKI-NORTHGRID-LANCS-HEP7,Capacity
1570658850.8424296,139328,UKI-LT2-RH,dirac
1570659427.4937513,92416,UKI-SOUTHGRID-RALPP5,Allocation
1570660085.1148992,74528,UKI-NORTHGRID-LIV-HEP3,casu
1570662677.3707013,90720,UKI-NORTHGRID-LIV-HEP3,lsst
1570682927.0232947,144128,RAL-LCG211,eMERLIN
1570694773.97907,147296,UKI-LT2-QMUL4,UKI-SOUTHGRID-RALPP
1570703425.4084623,200704,ral-cloud244,UKI-SOUTHGRID-BRIS-HEP
1570711710.350307,73088,ral-cloud244,UKI-NORTHGRID-LANCS-HEP
1570712161.7738097,283616,UKI-SOUTHGRID-BHAM-HEP,Diamond
1570712796.3622825,110016,UKI-SCOTGRID-ECDF2,ISIS
1570713776.3558817,289664,UKI-SOUTHGRID-RALPP5,UKI-LT2-QMUL
1570717781.0734584,194880,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
1570729529.1550775,219296,RAL-LCG211,gaia-dev
1570758388.8464296,274400,UK-CAM-CUMULUS47,skatelescope.eu
1570777973.15976,43296,UKI-SOUTHGRID-RALPP5,CLF
1570784293.4360018,74176,UKI-NORTHGRID-LANCS-HEP7,skatelescope.eu
1570785609.737025,221312,UKI-LT2-RH,dirac
1570792687.7681603,226368,UKI-NORTHGRID-MAN-HEP14,RAL-LCG2
1570793126.1728303,191424,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
1570803979.0064046,256640,UKI-SOUTHGRID-RALPP5,Allocation
1570806380.7160556,253568,UKI-NORTHGRID-MAN-HEP14,ral-cloud
1570824181.7088985,672,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1570827787.0299387,36928,UKI-NORTHGRID-LANCS-HEP7,gaia-prod
1570837262.6206498,242464,UKI-LT2-IC-HEP25,CCFE
1570842949.78489,291136,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-LANCS-HEP
1570850001.5667474,188000,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-OX-HEP
1570855725.1720605,258048,UKI-SCOTGRID-GLASGOW4,vcycle
1570869270.157926,146432,RAL-LCG211,UKI-SOUTHGRID-BHAM-HEP
1570877962.4654396,7328,UKI-SOUTHGRID-BRIS-HEP1,UK-CAM-CUMULUS
1570891963.1560726,261504,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-BRIS-HEP
1570901092.8744497,145760,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-GLASGOW
1570905645.6704338,110304,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
1570910972.472908,207712,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
1570916271.396619,78560,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-OX-HEP
1570921865.8688822,39008,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-OX-HEP
1570939306.8601568,157600,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
1570944828.099776,64512,UKI-SOUTHGRID-RALPP5,UKI-SOUTHGRID-BRIS-HEP
1570945688.9225423,44064,ral-cloud244,casu
1570960003.1352057,281856,UKI-SOUTHGRID-OX-HEP2,virgo
1570974184.462294,231008,ral-cloud244,iris.ac.uk
1570980130.8247874,136480,UKI-LT2-QMUL4,UKI-NORTHGRID-MAN-HEP
1570986362.1400104,102848,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-CAM-HEP
1570988744.6433961,57120,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
1570989051.1333985,16864,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-CAM-HEP
1570993456.414747,5024,ral-cloud244,RAL-LCG2
1571011855.99951,60160,UKI-LT2-Brunel9,Diamond
1571056903.5539148,65440,UKI-SCOTGRID-GLASGOW4,vo.cta.in2p3.fr
1571071479.2590594,53088,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BHAM-HEP
1571077529.616134,42656,UKI-SCOTGRID-ECDF2,lsst
1571077930.6636457,88672,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-OX-HEP
1571079318.6793602,220288,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-IC-HEP
1571081068.8366008,199072,UKI-LT2-Brunel9,UKI-SOUTHGRID-OX-HEP
1571087321.6832147,216800,UK-CAM-CUMULUS47,UK-CAM-CUMULUS
1571093618.1640453,132288,UKI-NORTHGRID-SHEF-HEP7,skatelescope.eu
1571094303.506639,87872,UKI-SOUTHGRID-BRIS-HEP1,Allocation
1571100517.6404448,80416,UK-CAM-CUMULUS47,UK-CAM-CUMULUS
1571101011.2641432,56832,UKI-NORTHGRID-MAN-HEP14,gaia-dev
1571107486.0617757,223232,UK-CAM-CUMULUS47,EUCLID
1571108162.5209432,198688,UKI-LT2-RH,eMERLIN
1571119519.8355105,36896,UKI-SOUTHGRID-BRIS-HEP1,CCFE
1571136563.5699303,167712,UKI-LT2-IC-HEP25,UKI-NORTHGRID-MAN-HEP
1571158723.2482188,116896,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
1571160827.4177892,223040,UKI-NORTHGRID-MAN-HEP14,ISIS
1571170080.1278825,107968,UKI-SOUTHGRID-RALPP5,vo.cta.in2p3.fr
1571175110.672747,283072,UKI-SCOTGRID-GLASGOW4,ral-cloud
1571185652.292053,74272,UKI-LT2-RH,iris.ac.uk
1571194527.4459543,27232,UKI-NORTHGRID-LIV-HEP3,Allocation
1571201192.8737977,250336,UKI-NORTHGRID-LIV-HEP3,gaia
1571208194.8699431,74784,UKI-NORTHGRID-SHEF-HEP7,EUCLID
1571208928.4042518,144704,UKI-SCOTGRID-ECDF2,gaia-test
1571210883.5870442,194272,UKI-NORTHGRID-SHEF-HEP7,Capacity
1571215227.1220438,208896,RAL-LCG211,UKI-SOUTHGRID-CAM-HEP
1571230564.1832485,54176,UK-CAM-CUMULUS47,UKI-SCOTGRID-ECDF
1571246567.3090234,273152,UKI-SOUTHGRID-OX-HEP2,gaia
1571259264.7812839,64448,UKI-NORTHGRID-SHEF-HEP7,jintrac
1571259441.5927985,238848,UKI-SCOTGRID-GLASGOW4,Allocation
1571267194.7864501,151776,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-LANCS-HEP
1571268931.9534647,98880,UKI-NORTHGRID-SHEF-HEP7,Capacity
1571271515.388029,64128,UKI-SCOTGRID-GLASGOW4,ISIS
1571298340.8066783,129728,UK-CAM-CUMULUS47,AENEAS
1571304787.9958847,41728,UKI-LT2-Brunel9,UKI-SOUTHGRID-RALPP
1571306551.623772,30368,UKI-LT2-RH,ral-cloud
1571311654.2309625,91136,UKI-SOUTHGRID-BHAM-HEP,jintrac
1571314972.4559646,197888,ral-cloud244,UKI-LT2-Brunel
1571320528.0061858,270240,UKI-SOUTHGRID-BHAM-HEP,casu
1571320690.0067272,83648,UKI-LT2-RH,Diamond
1571321105.8347094,227264,UKI-LT2-RH,CCFE
1571323254.3231778,144416,UKI-NORTHGRID-MAN-HEP14,virgo
1571330896.020477,134560,UKI-LT2-RH,UKI-SOUTHGRID-OX-HEP
1571344254.2243516,25024,UKI-SOUTHGRID-BHAM-HEP,UK-CAM-CUMULUS
1571351818.3989494,36576,UKI-LT2-QMUL4,UKI-SOUTHGRID-BRIS-HEP
1571358076.1091318,9856,ral-cloud244,UKI-SOUTHGRID-CAM-HEP
1571358749.7661383,158656,UKI-SOUTHGRID-RALPP5,UKI-LT2-QMUL
1571372316.8241055,88704,ral-cloud244,UKI-NORTHGRID-MAN-HEP
1571375111.7924905,16224,UKI-LT2-Brunel9,gaia-prod
1571402103.3926232,34624,RAL-LCG211,UKI-LT2-RHUL
1571415723.9054713,127872,UKI-NORTHGRID-SHEF-HEP7,casu
1571417217.8166223,244288,UKI-SOUTHGRID-BRIS-HEP1,CCFE
1571423654.7658722,92704,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-IC-HEP
1571434683.202493,142048,UKI-SOUTHGRID-RALPP5,iris.ac.uk
1571441949.9728978,120384,UKI-SOUTHGRID-OX-HEP2,jintrac
1571446580.7575884,2528,UKI-LT2-QMUL4,UKI-LT2-RHUL
1571491580.0711899,221504,UKI-NORTHGRID-LIV-HEP3,gaia-dev
1571493869.5192552,219392,UKI-NORTHGRID-SHEF-HEP7,UKI-SOUTHGRID-RALPP
1571496902.9156394,194176,ral-cloud244,gaia-prod
1571520360.5701895,41792,UKI-LT2-IC-HEP25,casu
1571555129.1318643,201984,UKI-LT2-QMUL4,vo.cta.in2p3.fr
1571555345.7374861,218368,UKI-SOUTHGRID-BHAM-HEP,Diamond
1571555383.1906314,35008,RAL-LCG211,CLF
1571557475.4220839,78304,UKI-NORTHGRID-SHEF-HEP7,lsst
1571560882.1759832,114272,UKI-SOUTHGRID-RALPP5,UKI-NORTHGRID-MAN-HEP
1571566775.2483022,65888,UK-CAM-CUMULUS47,UKI-SCOTGRID-ECDF
1571572067.740628,204928,UK-CAM-CUMULUS47,gaia
1571577998.4274664,285152,UKI-SCOTGRID-GLASGOW4,vo.cta.in2p3.fr
1571586891.4066381,82560,UKI-LT2-IC-HEP25,UKI-SCOTGRID-ECDF
1571590922.012861,110752,UKI-SCOTGRID-GLASGOW4,casu
1571591338.2828588,7296,UKI-SOUTHGRID-CAM-HEP,iris.ac.uk
1571593989.636056,195520,UKI-SOUTHGRID-CAM-HEP,skatelescope.eu
1571597244.284128,177216,UKI-LT2-IC-HEP25,AENEAS
1571598817.4168117,205696,UKI-LT2-RH,UKI-SOUTHGRID-RALPP
1571623404.788027,224224,UKI-LT2-IC-HEP25,UKI-NORTHGRID-LIV-HEP
1571624770.960628,101728,UKI-SOUTHGRID-BHAM-HEP,gaia-prod
1571643690.1728964,239136,UKI-SOUTHGRID-BRIS-HEP1,iris.ac.uk
1571644767.092886,115232,UKI-LT2-QMUL4,vcycle
1571676158.3991961,79712,UKI-LT2-Brunel9,UKI-NORTHGRID-SHEF-HEP
1571676855.6691272,243712,UKI-NORTHGRID-SHEF-HEP7,eMERLIN
1571678766.501221,33152,UKI-NORTHGRID-LANCS-HEP7,gaia-prod
1571687157.5219555,89216,ral-cloud244,dune
1571690398.4646244,170048,UKI-LT2-Brunel9,UKI-SOUTHGRID-CAM-HEP
1571696779.3105102,59744,UKI-LT2-Brunel9,gaia
1571706074.6037314,126496,UKI-LT2-RH,gaia-dev
1571711790.570094,6272,UK-CAM-CUMULUS47,lz
1571716640.0688984,139040,UKI-LT2-IC-HEP25,UKI-LT2-QMUL
1571725810.8490396,102848,UKI-NORTHGRID-LANCS-HEP7,iris.ac.uk
1571734597.754612,237344,UKI-NORTHGRID-LIV-HEP3,LSST
1571736889.1707442,291648,UKI-SOUTHGRID-BHAM-HEP,lsst
1571736964.9683974,180832,UKI-LT2-QMUL4,UKI-LT2-Brunel
1571743046.1612754,167904,UKI-SOUTHGRID-BRIS-HEP1,casu
1571749730.1350715,6112,RAL-LCG211,gaia
1571763972.2987635,154912,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
1571784868.2114763,55872,UKI-SCOTGRID-ECDF2,dirac
1571789197.4949026,180448,UKI-SCOTGRID-GLASGOW4,vo.cta.in2p3.fr
1571793771.347318,17440,UKI-NORTHGRID-SHEF-HEP7,Capacity
1571803997.776906,36224,UKI-NORTHGRID-LIV-HEP3,vcycle
1571817401.5167878,34240,UKI-SOUTHGRID-OX-HEP2,Capacity
1571822029.0404537,104032,UKI-LT2-QMUL4,UKI-SOUTHGRID-BHAM-HEP
1571824149.0229454,171712,UKI-LT2-QMUL4,CCFE
1571831407.354944,53024,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-IC-HEP
1571842880.789748,275136,UKI-LT2-QMUL4,UK-CAM-CUMULUS
1571843311.6908035,20960,UKI-SCOTGRID-ECDF2,dirac
1571862201.1972156,38464,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-RHUL
1571875535.713819,95680,UKI-NORTHGRID-LIV-HEP3,casu
1571876851.5671458,99680,UKI-LT2-IC-HEP25,RAL-LCG2
1571884835.9018319,288896,UKI-SOUTHGRID-CAM-HEP,gaia-dev
1571899513.1176717,6624,UKI-NORTHGRID-SHEF-HEP7,lsst
1571914835.549756,193120,UKI-SOUTHGRID-OX-HEP2,CCFE
1571937466.627263,69696,RAL-LCG211,dirac
1571943928.7637632,171968,UKI-SOUTHGRID-CAM-HEP,lsst
1571961371.8918443,59456,UKI-LT2-QMUL4,ral-cloud
1571962851.961547,25536,UKI-SOUTHGRID-BHAM-HEP,LSST
1571986446.1178095,18432,UK-CAM-CUMULUS47,jintrac
1572007820.0661397,29696,UKI-SOUTHGRID-RALPP5,ral-cloud
1572022773.3328352,270400,UKI-NORTHGRID-LANCS-HEP7,vcycle
1572048370.8468347,31072,UKI-NORTHGRID-MAN-HEP14,casu
1572056414.5288043,85248,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-RALPP
1572075222.9272792,243328,UKI-SCOTGRID-GLASGOW4,UKI-LT2-Brunel
1572078040.655397,86240,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-Brunel
1572090590.985528,200576,UKI-SOUTHGRID-BHAM-HEP,vcycle
1572094572.1571453,117376,UKI-SCOTGRID-GLASGOW4,LSST
1572097996.6509197,2720,UKI-LT2-IC-HEP25,CLF
1572116993.6849189,128192,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-LIV-HEP
1572148826.7766747,84640,UKI-LT2-RH,eMERLIN
1572166226.0016305,205184,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-SHEF-HEP
1572171478.6692717,37728,UKI-LT2-Brunel9,UKI-NORTHGRID-MAN-HEP
1572171741.7139409,136128,UKI-SOUTHGRID-OX-HEP2,UKI-NORTHGRID-LANCS-HEP
1572176943.5396237,72096,UKI-LT2-QMUL4,CCFE
1572207642.6182456,181280,UKI-NORTHGRID-LIV-HEP3,UK-CAM-CUMULUS
1572208986.9443061,245952,RAL-LCG211,CLF
1572216620.2540965,174304,UKI-SOUTHGRID-BRIS-HEP1,UKI-NORTHGRID-MAN-HEP
1572221419.379296,64000,UKI-LT2-QMUL4,jintrac
1572246212.4990497,101408,UKI-NORTHGRID-LIV-HEP3,UKI-NORTHGRID-MAN-HEP
1572260322.1928563,76736,UKI-SOUTHGRID-OX-HEP2,vcycle
1572265722.011383,89344,UKI-SCOTGRID-GLASGOW4,UKI-SOUTHGRID-BRIS-HEP
1572266114.3083227,168640,UK-CAM-CUMULUS47,lz
1572273039.1461205,9056,UKI-NORTHGRID-MAN-HEP14,dirac
1572277950.2515874,32224,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-RALPP
1572302165.3479567,154144,UKI-LT2-RH,UKI-NORTHGRID-LANCS-HEP
1572308392.9628024,60032,UKI-LT2-QMUL4,skatelescope.eu
1572379465.3826566,86368,UKI-LT2-Brunel9,AENEAS
1572392916.9931955,108192,UKI-NORTHGRID-LANCS-HEP7,eMERLIN
1572397998.6029358,237376,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-IC-HEP
1572401324.6062596,195040,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-LIV-HEP
1572406595.970922,60128,UKI-LT2-Brunel9,EUCLID
1572408408.937993,273248,UKI-SCOTGRID-GLASGOW4,lz
1572412669.4226832,91328,UKI-SCOTGRID-GLASGOW4,casu
1572439219.5784123,5856,UKI-SOUTHGRID-BRIS-HEP1,Capacity
1572439260.7741017,13056,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-OX-HEP
1572448559.2282007,244032,UKI-NORTHGRID-LIV-HEP3,CCFE
1572475762.0910594,80896,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BRIS-HEP
1572487422.7910912,103296,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-Brunel
1572488461.20694,262240,UKI-LT2-Brunel9,eMERLIN
1572495140.5249496,116704,UK-CAM-CUMULUS47,UKI-SCOTGRID-GLASGOW
1572499714.752883,298368,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BHAM-HEP
1572503067.7518222,170400,UKI-SOUTHGRID-BRIS-HEP1,dirac
1572503138.5902987,131328,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-CAM-HEP
1572524268.2455516,85344,UKI-SOUTHGRID-CAM-HEP,vcycle
1572531122.5905998,146304,UKI-SOUTHGRID-CAM-HEP,gaia-prod
1572550337.9651465,49824,UKI-LT2-QMUL4,LSST
1572551797.8657227,108992,RAL-LCG211,casu
1572556802.66548,18688,UKI-NORTHGRID-SHEF-HEP7,UKI-SCOTGRID-GLASGOW
1572578423.5193543,7936,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-Brunel
1572592751.6127996,266560,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-CAM-HEP
1572614138.9045053,120832,UKI-LT2-QMUL4,UKI-SOUTHGRID-CAM-HEP
