,date,cores,site,vo
4642,1570083953.738995,220416,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-MAN-HEP
4643,1567837602.267367,202208,UKI-LT2-RH,EUCLID
4644,1562460553.0368466,108352,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-ECDF
4645,1565734652.8899384,148512,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
4646,1601503088.2281072,10560,UKI-SCOTGRID-ECDF2,dune
4647,1574170742.3440154,132768,UKI-LT2-RH,UKI-NORTHGRID-LANCS-HEP
4648,1550341040.0261962,142176,UKI-LT2-IC-HEP25,LSST
4649,1550759879.8066988,165792,UKI-SOUTHGRID-CAM-HEP,Capacity
4650,1551736963.5560446,117440,UKI-LT2-IC-HEP25,Capacity
4651,1527978038.1979063,256192,ral-cloud244,ral-cloud
4652,1538089235.242755,8736,UKI-SOUTHGRID-RALPP5,dune
4653,1562617997.6730425,243456,UKI-SOUTHGRID-CAM-HEP,CCFE
4654,1570487891.2056863,132288,UKI-SCOTGRID-ECDF2,AENEAS
4655,1540085747.4073954,60064,UKI-SOUTHGRID-OX-HEP2,ral-cloud
4656,1581561972.6827333,66048,UKI-SOUTHGRID-BRIS-HEP1,UK-CAM-CUMULUS
4657,1568622513.0439267,57696,UKI-SOUTHGRID-BHAM-HEP,vcycle
4658,1560888607.0856414,10464,UKI-SOUTHGRID-RALPP5,dune
4659,1593098976.8440611,280448,UKI-SCOTGRID-ECDF2,UKI-SCOTGRID-GLASGOW
4660,1598577570.1938095,147936,UKI-NORTHGRID-MAN-HEP14,ISIS
4661,1564620314.0770514,112928,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-CAM-HEP
4662,1603225888.349789,178016,UKI-NORTHGRID-LIV-HEP3,lsst
4663,1564951484.5161083,272096,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-ECDF
4664,1539219555.6902516,101888,UKI-LT2-RH,casu
4665,1531848903.5517921,247584,UK-CAM-CUMULUS47,eMERLIN
4666,1577952847.444519,132544,RAL-LCG211,gaia-dev
4667,1571860939.2307868,186304,UKI-NORTHGRID-MAN-HEP14,gaia
4668,1604070921.5179205,232992,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
4669,1570573365.1637506,189664,UKI-NORTHGRID-SHEF-HEP7,CLF
4670,1601953758.8314598,135040,UKI-SOUTHGRID-RALPP5,AENEAS
4671,1533821478.2621803,223648,UKI-NORTHGRID-MAN-HEP14,gaia-prod
4672,1617606948.8143563,294528,UKI-SCOTGRID-ECDF2,UKI-SOUTHGRID-OX-HEP
4673,1547456666.7895653,200928,UKI-NORTHGRID-LIV-HEP3,vo.cta.in2p3.fr
4674,1537854152.3621783,210240,UKI-SCOTGRID-ECDF2,Diamond
4675,1600110944.8543057,63808,UKI-LT2-IC-HEP25,skatelescope.eu
4676,1559270636.3528373,166240,UKI-NORTHGRID-LANCS-HEP7,dirac
4677,1591872470.115709,295136,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-OX-HEP
4678,1601306698.9853895,179232,UKI-LT2-Brunel9,UKI-LT2-IC-HEP
4679,1542510214.3860943,44320,UKI-SOUTHGRID-BRIS-HEP1,LSST
4680,1591270879.9231377,99808,UKI-LT2-RH,Diamond
4681,1586234442.082275,271584,UKI-NORTHGRID-LANCS-HEP7,UKI-SCOTGRID-GLASGOW
4682,1620324612.2388852,114784,UKI-SOUTHGRID-CAM-HEP,UK-CAM-CUMULUS
4683,1585127912.9013622,239712,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-SHEF-HEP
4684,1558366234.4001954,154496,UKI-LT2-Brunel9,vo.cta.in2p3.fr
4685,1609130673.5782347,48192,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-LANCS-HEP
4686,1546283707.3277886,8448,UKI-LT2-Brunel9,casu
4687,1618598184.802392,139872,UKI-SCOTGRID-ECDF2,CLF
4688,1589385079.3989632,149152,UKI-SOUTHGRID-CAM-HEP,skatelescope.eu
4689,1564360689.7291868,135712,UKI-LT2-Brunel9,ISIS
4690,1591782174.9524555,160448,UKI-SCOTGRID-GLASGOW4,vcycle
4691,1557402008.867242,51392,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-BRIS-HEP
4692,1539809215.6099904,97600,UKI-LT2-QMUL4,gaia-test
4693,1558147071.1169643,66016,UKI-LT2-IC-HEP25,gaia
4694,1577641402.7291384,234432,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-IC-HEP
4695,1597936748.3380203,151168,UKI-SOUTHGRID-OX-HEP2,Diamond
4696,1599720097.6638048,154112,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
4697,1562945120.01181,235808,UKI-LT2-QMUL4,ral-cloud
4698,1536308362.3033724,10784,UKI-SOUTHGRID-CAM-HEP,CCFE
4699,1566947184.891118,130400,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-CAM-HEP
4700,1580038514.8510137,158368,UKI-LT2-IC-HEP25,casu
4701,1531191051.2871726,256448,UKI-LT2-IC-HEP25,LSST
4702,1556918104.7501373,211264,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-RALPP
4703,1576521072.058345,47488,UKI-NORTHGRID-LIV-HEP3,Allocation
4704,1558668722.0275311,222016,RAL-LCG211,gaia-prod
4705,1586554045.0423443,85824,UKI-SCOTGRID-ECDF2,UKI-LT2-QMUL
4706,1620138160.1346314,132640,UKI-LT2-RH,vcycle
4707,1603194926.480632,43616,UKI-NORTHGRID-MAN-HEP14,lsst
4708,1567281743.0419686,248896,UKI-SOUTHGRID-CAM-HEP,UKI-LT2-Brunel
4709,1598642906.8813825,129728,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-IC-HEP
4710,1608783325.4149005,255456,UKI-SCOTGRID-ECDF2,UKI-LT2-Brunel
4711,1593365161.2587228,57824,UKI-LT2-Brunel9,UKI-SOUTHGRID-RALPP
4712,1601517567.9848468,278784,UKI-LT2-QMUL4,UKI-SOUTHGRID-CAM-HEP
4713,1601066511.6300967,269920,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BHAM-HEP
4714,1557579128.10722,287872,UKI-LT2-RH,vcycle
4715,1604223055.0349834,145280,RAL-LCG211,CLF
4716,1605967603.1706367,135200,UKI-NORTHGRID-LANCS-HEP7,jintrac
4717,1563236410.2194958,158304,RAL-LCG211,UKI-LT2-QMUL
4718,1570355136.2704468,87488,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
4719,1603528435.244411,29664,UKI-NORTHGRID-LANCS-HEP7,AENEAS
4720,1589458994.0515728,80064,UK-CAM-CUMULUS47,ISIS
4721,1610647170.2700284,301280,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-QMUL
4722,1548978141.4361157,246080,UKI-LT2-IC-HEP25,lsst
4723,1550126927.8125672,200480,UKI-NORTHGRID-SHEF-HEP7,vo.cta.in2p3.fr
4724,1608593239.7846198,72192,ral-cloud244,UKI-SOUTHGRID-CAM-HEP
4725,1563363276.4003646,257120,UKI-SOUTHGRID-OX-HEP2,jintrac
4726,1563682318.6209066,271936,UKI-SOUTHGRID-BHAM-HEP,gaia-prod
4727,1567542889.9904659,250432,ral-cloud244,eMERLIN
4728,1547147096.6883342,108160,RAL-LCG211,skatelescope.eu
4729,1569886069.029679,71104,UKI-LT2-RH,iris.ac.uk
4730,1542348738.1054707,109792,ral-cloud244,UKI-SOUTHGRID-BHAM-HEP
4731,1577086227.1670983,151488,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-IC-HEP
4732,1596734401.283671,133824,UKI-LT2-Brunel9,jintrac
4733,1600156664.8758907,205216,UKI-NORTHGRID-SHEF-HEP7,CLF
4734,1568588106.2036572,201888,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-Brunel
4735,1617776787.8357658,258720,UKI-NORTHGRID-SHEF-HEP7,LSST
4736,1564933084.2204478,199264,UK-CAM-CUMULUS47,UKI-LT2-IC-HEP
4737,1621097528.5898075,252032,UKI-SOUTHGRID-BHAM-HEP,ISIS
4738,1585078247.460783,231616,UKI-NORTHGRID-SHEF-HEP7,lsst
4739,1608418295.8575227,29760,UKI-SCOTGRID-ECDF2,ISIS
4740,1557478081.6963217,115296,UKI-LT2-IC-HEP25,lz
4741,1536892698.3056197,237568,UKI-LT2-RH,CLF
4742,1533356847.808857,81088,UKI-LT2-Brunel9,casu
4743,1552738206.5071044,9792,UKI-SOUTHGRID-BRIS-HEP1,vcycle
4744,1537463446.858065,19264,UKI-NORTHGRID-SHEF-HEP7,AENEAS
4745,1621022209.7257967,287328,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-CAM-HEP
4746,1599487292.5866485,54752,UKI-SCOTGRID-GLASGOW4,Diamond
4747,1547865905.4141016,178368,UKI-NORTHGRID-SHEF-HEP7,Capacity
4748,1578601478.112322,211744,UKI-NORTHGRID-SHEF-HEP7,dune
4749,1556215026.5782223,8352,UKI-LT2-IC-HEP25,lz
4750,1557914863.1401362,92928,UKI-NORTHGRID-LANCS-HEP7,vcycle
4751,1575281164.7641504,272640,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
4752,1600100005.7605412,23648,UKI-LT2-RH,eMERLIN
4753,1535640236.7360458,22016,UKI-NORTHGRID-LANCS-HEP7,vo.cta.in2p3.fr
4754,1587504613.7908041,169728,UKI-LT2-QMUL4,Capacity
4755,1606206210.880016,154272,UKI-LT2-Brunel9,skatelescope.eu
4756,1569248928.1714814,65824,UKI-SOUTHGRID-RALPP5,RAL-LCG2
4757,1564778622.995393,180224,UK-CAM-CUMULUS47,iris.ac.uk
4758,1528071526.7773266,235168,UKI-LT2-QMUL4,UKI-NORTHGRID-LANCS-HEP
4759,1593472909.6265893,294208,UKI-NORTHGRID-LANCS-HEP7,UKI-SCOTGRID-GLASGOW
4760,1603656077.8557277,289024,UK-CAM-CUMULUS47,AENEAS
4761,1575932466.6812835,196960,UKI-SOUTHGRID-RALPP5,ISIS
4762,1577481862.826434,193632,UK-CAM-CUMULUS47,UKI-SCOTGRID-ECDF
4763,1599520123.749795,71680,UKI-NORTHGRID-LIV-HEP3,dirac
4764,1615234934.4076946,181760,UKI-SCOTGRID-GLASGOW4,vcycle
4765,1537233114.4746087,270496,UKI-LT2-IC-HEP25,UKI-LT2-Brunel
4766,1600187738.7972379,100352,UKI-LT2-IC-HEP25,gaia
4767,1534089645.3249023,4864,UKI-SOUTHGRID-OX-HEP2,UK-CAM-CUMULUS
4768,1577091476.4066024,27072,RAL-LCG211,dirac
4769,1619686273.3264885,5568,UKI-LT2-IC-HEP25,UKI-SOUTHGRID-CAM-HEP
4770,1622101256.6797717,147776,UKI-NORTHGRID-LIV-HEP3,UK-CAM-CUMULUS
4771,1528719551.5551941,196704,UKI-SCOTGRID-ECDF2,iris.ac.uk
4772,1533382204.5530393,229632,UKI-SOUTHGRID-CAM-HEP,vo.cta.in2p3.fr
4773,1548465829.5262432,264288,RAL-LCG211,UKI-LT2-RHUL
4774,1542736792.9803548,266048,UKI-LT2-QMUL4,UKI-SCOTGRID-ECDF
4775,1546155523.804733,131008,UKI-SOUTHGRID-BHAM-HEP,UKI-SOUTHGRID-OX-HEP
4776,1532043649.8340075,197952,UKI-LT2-QMUL4,UK-CAM-CUMULUS
4777,1597074834.9928346,226432,UK-CAM-CUMULUS47,UKI-NORTHGRID-SHEF-HEP
4778,1581373140.2486892,255872,UKI-SCOTGRID-ECDF2,LSST
4779,1572717414.6214547,62688,UKI-LT2-Brunel9,gaia-dev
4780,1568986263.581856,209120,UKI-NORTHGRID-LANCS-HEP7,lsst
4781,1616676520.582176,63328,UKI-LT2-QMUL4,AENEAS
4782,1583898213.656104,20576,UKI-SCOTGRID-ECDF2,gaia-prod
4783,1611900183.5607665,63488,UKI-SOUTHGRID-BRIS-HEP1,ral-cloud
4784,1557240241.5376396,184352,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-QMUL
4785,1550893837.8597398,304992,UKI-SOUTHGRID-OX-HEP2,gaia-test
4786,1561392966.9818218,164896,UKI-LT2-QMUL4,RAL-LCG2
4787,1552804442.56151,70112,UKI-SOUTHGRID-CAM-HEP,Allocation
4788,1557602573.3982162,127296,RAL-LCG211,Capacity
4789,1616569287.089414,237696,RAL-LCG211,ral-cloud
4790,1575014422.0064232,77024,UKI-LT2-RH,vo.cta.in2p3.fr
4791,1534434395.3622344,242144,UKI-SOUTHGRID-CAM-HEP,ISIS
4792,1588391900.1882806,121344,ral-cloud244,Capacity
4793,1528738469.7520623,28384,UKI-SOUTHGRID-CAM-HEP,dirac
4794,1534958100.8674228,286016,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-SHEF-HEP
4795,1613673128.743695,96576,UKI-NORTHGRID-SHEF-HEP7,EUCLID
4796,1618878260.9788682,221536,UKI-SOUTHGRID-OX-HEP2,skatelescope.eu
4797,1622047471.118345,243840,UKI-LT2-QMUL4,UKI-NORTHGRID-LIV-HEP
4798,1560234249.8023937,137408,UKI-NORTHGRID-MAN-HEP14,lz
4799,1544003781.3513222,110528,UKI-NORTHGRID-MAN-HEP14,CLF
4800,1608981468.8245456,244384,UKI-SOUTHGRID-CAM-HEP,RAL-LCG2
4801,1593900766.804233,15296,RAL-LCG211,UKI-SOUTHGRID-BHAM-HEP
4802,1585763762.6468892,22272,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
4803,1571557076.0791879,78048,ral-cloud244,dirac
4804,1550133878.6186519,257248,RAL-LCG211,UKI-LT2-QMUL
4805,1582724915.2052863,120288,UKI-SOUTHGRID-CAM-HEP,UKI-SOUTHGRID-RALPP
4806,1620947578.080722,115872,RAL-LCG211,UKI-LT2-RHUL
4807,1588179033.4026263,267712,UKI-SOUTHGRID-OX-HEP2,skatelescope.eu
4808,1576395313.7121572,93792,UKI-SOUTHGRID-OX-HEP2,lz
4809,1622302394.5106952,275360,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LIV-HEP
4810,1539040756.0462365,89536,UKI-NORTHGRID-LANCS-HEP7,ISIS
4811,1605030297.3614798,58144,UKI-SOUTHGRID-BRIS-HEP1,dirac
4812,1549617837.7908845,23200,ral-cloud244,gaia-prod
4813,1614991715.1463356,293248,UKI-SOUTHGRID-RALPP5,Diamond
4814,1552186161.9386322,172192,UK-CAM-CUMULUS47,UKI-SOUTHGRID-BRIS-HEP
4815,1583633593.0197444,123232,UKI-NORTHGRID-LANCS-HEP7,UKI-SOUTHGRID-OX-HEP
4816,1579462610.962739,299328,UKI-LT2-Brunel9,UKI-LT2-Brunel
4817,1606716082.3306255,289120,UKI-LT2-Brunel9,vo.cta.in2p3.fr
4818,1559936989.4454515,112224,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-RHUL
4819,1580195956.5969136,39296,UKI-SCOTGRID-ECDF2,casu
4820,1579701534.8985193,73696,ral-cloud244,vo.cta.in2p3.fr
4821,1552499255.816354,57216,UKI-SOUTHGRID-BRIS-HEP1,UKI-LT2-Brunel
4822,1611427175.9469602,146752,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-LANCS-HEP
4823,1604014368.9450514,125728,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
4824,1595769089.0672824,126912,UKI-LT2-IC-HEP25,iris.ac.uk
4825,1605650652.3776548,13184,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
4826,1529897186.9026098,47360,UKI-SOUTHGRID-RALPP5,UKI-LT2-IC-HEP
4827,1539342623.535898,200256,UKI-LT2-IC-HEP25,UKI-LT2-Brunel
4828,1621885376.1500256,44928,UKI-SOUTHGRID-BHAM-HEP,iris.ac.uk
4829,1586174288.1113474,9984,UKI-SOUTHGRID-CAM-HEP,UKI-NORTHGRID-MAN-HEP
4830,1538248518.992096,147520,UK-CAM-CUMULUS47,gaia-prod
4831,1549420501.8737924,253472,UKI-NORTHGRID-LIV-HEP3,Allocation
4832,1560384916.5029728,277952,UKI-SOUTHGRID-BHAM-HEP,casu
4833,1546899583.115734,139328,UKI-SOUTHGRID-OX-HEP2,LSST
4834,1610049298.8436127,207200,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BRIS-HEP
4835,1561507677.0181599,18560,RAL-LCG211,LSST
4836,1554804915.8466954,18624,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-BHAM-HEP
4837,1550346875.0379386,47456,UKI-SCOTGRID-ECDF2,UKI-NORTHGRID-MAN-HEP
4838,1583968640.5993786,32544,UKI-SOUTHGRID-BRIS-HEP1,lsst
4839,1622351642.6841698,148160,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-IC-HEP
4840,1587511976.8895013,109952,RAL-LCG211,UKI-SOUTHGRID-CAM-HEP
4841,1566242292.6259656,235584,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-IC-HEP
4842,1529486162.3542013,108160,UKI-NORTHGRID-MAN-HEP14,UKI-NORTHGRID-LIV-HEP
4843,1533032314.3762436,27008,UKI-SOUTHGRID-BRIS-HEP1,gaia-prod
4844,1594749971.4441235,21664,UKI-LT2-QMUL4,eMERLIN
4845,1566584851.5753467,277600,UKI-LT2-RH,UKI-SOUTHGRID-RALPP
4846,1607473313.274376,151040,UKI-SOUTHGRID-OX-HEP2,UKI-LT2-RHUL
4847,1580243160.4677005,100128,UKI-NORTHGRID-LIV-HEP3,eMERLIN
4848,1546523480.0198107,44832,UKI-SCOTGRID-ECDF2,UKI-LT2-Brunel
4849,1564730692.5649385,4544,UKI-LT2-RH,gaia
4850,1565115184.4555423,6848,UKI-SOUTHGRID-CAM-HEP,skatelescope.eu
4851,1613516360.1783974,258976,UKI-LT2-Brunel9,UKI-SCOTGRID-GLASGOW
4852,1610982953.672028,97440,ral-cloud244,AENEAS
4853,1537342511.1180158,41984,UKI-NORTHGRID-MAN-HEP14,virgo
4854,1609806221.3563414,145312,UKI-NORTHGRID-MAN-HEP14,gaia-test
4855,1563808314.4606597,226944,UKI-LT2-QMUL4,CLF
4856,1600057659.6082106,221792,UKI-SOUTHGRID-BRIS-HEP1,UK-CAM-CUMULUS
4857,1604397808.2087646,193600,UKI-NORTHGRID-SHEF-HEP7,UKI-NORTHGRID-MAN-HEP
4858,1584503721.187496,10176,UKI-SCOTGRID-ECDF2,Allocation
4859,1592134576.6431668,48832,UKI-SOUTHGRID-BRIS-HEP1,jintrac
4860,1576197761.2497745,71136,UK-CAM-CUMULUS47,eMERLIN
4861,1602010387.7531047,157376,ral-cloud244,UKI-LT2-Brunel
4862,1542093930.6832883,286208,UKI-LT2-RH,CCFE
4863,1550482460.668147,22144,UKI-SOUTHGRID-BHAM-HEP,gaia-dev
4864,1621677178.7190156,158624,UKI-LT2-RH,gaia-test
4865,1608629498.103736,300288,UKI-NORTHGRID-LANCS-HEP7,lsst
4866,1585035154.1033428,83328,UKI-NORTHGRID-MAN-HEP14,CCFE
4867,1551274913.1678898,152544,UKI-NORTHGRID-LIV-HEP3,ral-cloud
4868,1593043674.883165,118976,UKI-NORTHGRID-SHEF-HEP7,gaia-dev
4869,1577759796.0855138,225568,UK-CAM-CUMULUS47,UKI-SOUTHGRID-OX-HEP
4870,1569250181.3231037,167616,RAL-LCG211,UKI-SCOTGRID-GLASGOW
4871,1582214702.7543721,8224,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
4872,1596381767.259544,130432,UKI-LT2-IC-HEP25,ral-cloud
4873,1605854678.633027,151136,UKI-SCOTGRID-ECDF2,UKI-LT2-QMUL
4874,1546246018.6306827,106368,UKI-SCOTGRID-GLASGOW4,vcycle
4875,1553665675.3565133,9312,UKI-SCOTGRID-ECDF2,lsst
4876,1552809204.0642881,214176,UKI-LT2-Brunel9,vo.cta.in2p3.fr
4877,1542110028.5894055,83136,UKI-LT2-RH,ISIS
4878,1582980002.4658558,265472,ral-cloud244,vcycle
4879,1589886586.212615,260544,UKI-LT2-RH,gaia-prod
4880,1587403551.1801908,71872,RAL-LCG211,UKI-SOUTHGRID-RALPP
4881,1536250211.670032,59776,UKI-SOUTHGRID-OX-HEP2,casu
4882,1616637945.5816927,109984,RAL-LCG211,UKI-NORTHGRID-LIV-HEP
4883,1538756511.1201227,264256,UKI-SOUTHGRID-OX-HEP2,UKI-SCOTGRID-ECDF
4884,1560451594.9010396,214336,UKI-SCOTGRID-GLASGOW4,lz
4885,1600605463.05432,126432,UKI-LT2-Brunel9,EUCLID
4886,1586942775.5122056,275936,UKI-SOUTHGRID-BHAM-HEP,RAL-LCG2
4887,1550228445.4997025,245920,UKI-NORTHGRID-SHEF-HEP7,UKI-LT2-Brunel
4888,1587180731.762205,237472,UKI-NORTHGRID-MAN-HEP14,ISIS
4889,1534915227.0866559,65664,UKI-LT2-RH,gaia-test
4890,1579698836.1099494,242880,UKI-SOUTHGRID-CAM-HEP,dune
4891,1556208802.424924,232256,UKI-SOUTHGRID-BHAM-HEP,virgo
4892,1607209228.539065,76032,UKI-NORTHGRID-SHEF-HEP7,virgo
4893,1589031515.959746,4736,UKI-LT2-QMUL4,iris.ac.uk
4894,1576221719.097065,176224,UKI-LT2-IC-HEP25,UK-CAM-CUMULUS
4895,1579295459.663702,165728,UKI-LT2-QMUL4,gaia-dev
4896,1621205175.2848444,112704,UK-CAM-CUMULUS47,EUCLID
4897,1555190141.1347032,79072,UKI-LT2-QMUL4,eMERLIN
4898,1593076404.850825,179232,RAL-LCG211,UKI-LT2-RHUL
4899,1563138930.2131581,137536,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-QMUL
4900,1586289572.5755248,47200,RAL-LCG211,gaia-dev
4901,1545645624.3985267,31616,UKI-SOUTHGRID-CAM-HEP,gaia
4902,1621105735.8498087,251008,UKI-SOUTHGRID-BRIS-HEP1,lz
4903,1533743043.4679084,304544,UKI-SOUTHGRID-CAM-HEP,gaia-test
4904,1538553845.760666,184800,UKI-LT2-IC-HEP25,skatelescope.eu
4905,1585195901.7548873,132672,UKI-SOUTHGRID-RALPP5,RAL-LCG2
4906,1555944163.3824995,187296,UKI-SOUTHGRID-RALPP5,gaia-dev
4907,1604428131.3135629,175360,ral-cloud244,UKI-SCOTGRID-ECDF
4908,1615766099.5186644,306688,UKI-SOUTHGRID-OX-HEP2,lsst
4909,1604412858.1650114,84768,UKI-SOUTHGRID-BRIS-HEP1,gaia-prod
4910,1551608582.26815,139648,UKI-SOUTHGRID-RALPP5,eMERLIN
4911,1577104227.2371297,193632,UKI-LT2-QMUL4,UK-CAM-CUMULUS
4912,1591066628.326137,254656,UKI-NORTHGRID-MAN-HEP14,AENEAS
4913,1548300506.6411707,134112,UKI-NORTHGRID-LIV-HEP3,skatelescope.eu
4914,1530377484.5988681,58816,UKI-LT2-Brunel9,vcycle
4915,1621655378.819916,310720,UKI-NORTHGRID-LIV-HEP3,UKI-LT2-RHUL
4916,1543456376.3871658,5632,UKI-NORTHGRID-MAN-HEP14,UKI-LT2-QMUL
4917,1544797793.9149945,21888,UKI-SOUTHGRID-BRIS-HEP1,iris.ac.uk
4918,1563924517.3712204,104544,UKI-LT2-QMUL4,UKI-LT2-IC-HEP
4919,1556780601.0259056,127872,UKI-LT2-Brunel9,dirac
4920,1552174576.4335577,101216,UKI-LT2-Brunel9,Allocation
4921,1590623558.871233,272608,UKI-SOUTHGRID-RALPP5,Capacity
4922,1622974749.6928782,224768,UKI-LT2-QMUL4,UKI-SCOTGRID-GLASGOW
4923,1540021728.4270332,61216,UKI-LT2-QMUL4,LSST
4924,1575419770.8089252,171520,UK-CAM-CUMULUS47,UKI-NORTHGRID-LIV-HEP
4925,1560475683.152322,87552,UKI-SCOTGRID-GLASGOW4,UKI-NORTHGRID-MAN-HEP
4926,1617459689.801032,194848,UKI-LT2-RH,CCFE
4927,1610840122.1634526,252704,UKI-LT2-Brunel9,UKI-SOUTHGRID-BRIS-HEP
4928,1611197759.3452356,44288,UKI-NORTHGRID-LIV-HEP3,UKI-SOUTHGRID-CAM-HEP
4929,1591871820.5976093,29792,UKI-SOUTHGRID-RALPP5,lz
4930,1577177751.5608995,249536,UKI-SOUTHGRID-OX-HEP2,UKI-SOUTHGRID-BHAM-HEP
4931,1576997449.0721214,154304,UKI-SOUTHGRID-CAM-HEP,CCFE
4932,1565326864.593856,78752,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-GLASGOW
4933,1615499538.4649954,106624,UKI-LT2-QMUL4,UK-CAM-CUMULUS
4934,1547126535.5547214,30976,UKI-SOUTHGRID-BRIS-HEP1,UKI-SOUTHGRID-BRIS-HEP
4935,1557989467.7795784,301792,UKI-NORTHGRID-LIV-HEP3,UKI-SCOTGRID-ECDF
4936,1538649797.5610867,19296,UKI-NORTHGRID-LANCS-HEP7,UKI-NORTHGRID-MAN-HEP
4937,1540917420.7675045,18944,UKI-NORTHGRID-MAN-HEP14,UKI-SOUTHGRID-CAM-HEP
4938,1603984766.615387,29792,UKI-LT2-IC-HEP25,UKI-NORTHGRID-SHEF-HEP
4939,1575426684.4499507,29600,UK-CAM-CUMULUS47,Capacity
4940,1617479604.020604,288544,UK-CAM-CUMULUS47,ral-cloud
4941,1595484287.542794,200896,UKI-SOUTHGRID-RALPP5,skatelescope.eu
4942,1605918673.2367585,120448,UK-CAM-CUMULUS47,iris.ac.uk
4943,1617217161.9177587,50240,UKI-LT2-QMUL4,gaia-prod
4944,1579498692.214833,168864,UK-CAM-CUMULUS47,gaia-prod
4945,1548093162.3522854,136000,UKI-SOUTHGRID-BHAM-HEP,RAL-LCG2
4946,1614333298.702639,244576,UKI-SOUTHGRID-RALPP5,UKI-SCOTGRID-ECDF
4947,1568069695.3269837,141568,UKI-NORTHGRID-LIV-HEP3,Allocation
4948,1551911631.9314501,11488,RAL-LCG211,AENEAS
4949,1530339804.5943162,181760,UKI-LT2-IC-HEP25,UKI-LT2-RHUL
4950,1540578009.7290568,289824,UKI-SOUTHGRID-OX-HEP2,dirac
4951,1618859022.9047678,119392,UK-CAM-CUMULUS47,vcycle
4952,1535714947.8939805,291296,UKI-SOUTHGRID-BHAM-HEP,UKI-LT2-QMUL
4953,1612353347.8586116,111200,UKI-LT2-Brunel9,ral-cloud
4954,1590686980.8572927,64128,UKI-LT2-QMUL4,vcycle
4955,1603270060.9103029,36608,UKI-SCOTGRID-GLASGOW4,gaia
4956,1552445075.5325332,272256,UKI-SCOTGRID-GLASGOW4,gaia-dev
4957,1536977260.793486,283008,UKI-LT2-RH,virgo
4958,1573677224.0307822,73728,UKI-NORTHGRID-LIV-HEP3,Diamond
4959,1554428304.189227,53952,UKI-LT2-QMUL4,AENEAS
4960,1590733303.9762206,128000,UKI-SOUTHGRID-CAM-HEP,LSST
4961,1613945267.8367438,184288,UKI-SOUTHGRID-BRIS-HEP1,lsst
4962,1574701537.0285273,129536,UKI-SCOTGRID-GLASGOW4,UK-CAM-CUMULUS
4963,1536762069.102098,212288,RAL-LCG211,UKI-SOUTHGRID-OX-HEP
4964,1541479715.8593075,287552,RAL-LCG211,Allocation
4965,1579062147.9451373,248160,RAL-LCG211,UKI-NORTHGRID-MAN-HEP
4966,1532005026.2353702,127232,UKI-SOUTHGRID-BHAM-HEP,gaia-prod
4967,1596378982.0909636,186080,UKI-SCOTGRID-GLASGOW4,UKI-SCOTGRID-GLASGOW
4968,1533611666.8508523,139232,ral-cloud244,Capacity
4969,1606963041.313943,129184,UKI-NORTHGRID-MAN-HEP14,lsst
4970,1586569564.061439,302176,UKI-LT2-RH,UKI-SCOTGRID-ECDF
4971,1544562332.9683855,258976,UKI-SOUTHGRID-BHAM-HEP,UKI-NORTHGRID-SHEF-HEP
